,averageRating,datePublished,genre,name,ratingCount,releasedCountry
876,6.3,1998.0,Action,The Siege,63443.0,USA
877,6.3,1998.0, Thriller,The Siege,63443.0,USA
878,6.9,1997.0,Action,Breakdown,43153.0,USA
879,6.9,1997.0, Crime,Breakdown,43153.0,USA
880,6.9,1997.0, Drama,Breakdown,43153.0,USA
881,6.9,1997.0, Mystery,Breakdown,43153.0,USA
882,6.9,1997.0, Thriller,Breakdown,43153.0,USA
883,4.5,2018.0,H,Extremity,171.0,USA
884,4.5,2018.0, o,Extremity,171.0,USA
885,4.5,2018.0, r,Extremity,171.0,USA
886,4.5,2018.0, r,Extremity,171.0,USA
887,4.5,2018.0, o,Extremity,171.0,USA
888,4.5,2018.0, r,Extremity,171.0,USA
889,7.1,1986.0,Action,Lung hing foo dai,15135.0,Hong Kong
890,7.1,1986.0, Adventure,Lung hing foo dai,15135.0,Hong Kong
891,7.1,1986.0, Comedy,Lung hing foo dai,15135.0,Hong Kong
892,4.9,2003.0,Action,Charlie's Angels: Full Throttle,110304.0,USA
893,4.9,2003.0, Adventure,Charlie's Angels: Full Throttle,110304.0,USA
894,4.9,2003.0, Comedy,Charlie's Angels: Full Throttle,110304.0,USA
895,4.9,2003.0, Crime,Charlie's Angels: Full Throttle,110304.0,USA
896,7.6,2009.0,Action,Sherlock Holmes,534928.0,USA
897,7.6,2009.0, Adventure,Sherlock Holmes,534928.0,USA
898,7.6,2009.0, Crime,Sherlock Holmes,534928.0,USA
899,7.6,2009.0, Mystery,Sherlock Holmes,534928.0,USA
900,7.6,2009.0, Thriller,Sherlock Holmes,534928.0,USA
901,5.4,1982.0,Horror,Swamp Thing,11207.0,USA
902,5.4,1982.0, Sci-Fi,Swamp Thing,11207.0,USA
903,6.9,1994.0,C,Ace Ventura: Pet Detective,246916.0,USA
904,6.9,1994.0, o,Ace Ventura: Pet Detective,246916.0,USA
905,6.9,1994.0, m,Ace Ventura: Pet Detective,246916.0,USA
906,6.9,1994.0, e,Ace Ventura: Pet Detective,246916.0,USA
907,6.9,1994.0, d,Ace Ventura: Pet Detective,246916.0,USA
908,6.9,1994.0, y,Ace Ventura: Pet Detective,246916.0,USA
909,8.1,2017.0,Action,Logan,516799.0,USA
910,8.1,2017.0, Drama,Logan,516799.0,USA
911,8.1,2017.0, Sci-Fi,Logan,516799.0,USA
912,8.1,2017.0, Thriller,Logan,516799.0,USA
913,5.9,2004.0,Action,Blade: Trinity,151234.0,USA
914,5.9,2004.0, Adventure,Blade: Trinity,151234.0,USA
915,5.9,2004.0, Horror,Blade: Trinity,151234.0,USA
916,5.9,2004.0, Sci-Fi,Blade: Trinity,151234.0,USA
917,5.9,2004.0, Thriller,Blade: Trinity,151234.0,USA
918,7.1,2008.0,Drama,Valkyrie,208159.0,USA
919,7.1,2008.0, History,Valkyrie,208159.0,USA
920,7.1,2008.0, Thriller,Valkyrie,208159.0,USA
921,7.1,2008.0, War,Valkyrie,208159.0,USA
922,5.2,1987.0,Comedy,Hello Again,2651.0,USA
923,5.2,1987.0, Drama,Hello Again,2651.0,USA
924,5.2,1987.0, Fantasy,Hello Again,2651.0,USA
925,5.2,1987.0, Romance,Hello Again,2651.0,USA
926,5.8,1972.0,C,Che?,3030.0,USA
927,5.8,1972.0, o,Che?,3030.0,USA
928,5.8,1972.0, m,Che?,3030.0,USA
929,5.8,1972.0, e,Che?,3030.0,USA
930,5.8,1972.0, d,Che?,3030.0,USA
931,5.8,1972.0, y,Che?,3030.0,USA
932,4.8,1984.0,Comedy,Hot Dog... The Movie,2666.0,USA
933,4.8,1984.0, Romance,Hot Dog... The Movie,2666.0,USA
934,4.8,1984.0, Sport,Hot Dog... The Movie,2666.0,USA
935,5.5,1989.0,Drama,The Phantom of the Opera,3314.0,USA
936,5.5,1989.0, Horror,The Phantom of the Opera,3314.0,USA
937,5.5,1989.0, Music,The Phantom of the Opera,3314.0,USA
938,5.5,1989.0, Romance,The Phantom of the Opera,3314.0,USA
939,5.4,1996.0,Action,The Glimmer Man,17150.0,USA
940,5.4,1996.0, Comedy,The Glimmer Man,17150.0,USA
941,5.4,1996.0, Crime,The Glimmer Man,17150.0,USA
942,5.4,1996.0, Drama,The Glimmer Man,17150.0,USA
943,5.4,1996.0, Thriller,The Glimmer Man,17150.0,USA
944,6.6,1991.0,Action,New Jack City,27666.0,USA
945,6.6,1991.0, Crime,New Jack City,27666.0,USA
946,6.6,1991.0, Drama,New Jack City,27666.0,USA
947,6.6,1991.0, Thriller,New Jack City,27666.0,USA
948,4.6,2014.0,Horror,Blood Moon,646.0,USA
949,4.6,2014.0, Thriller,Blood Moon,646.0,USA
950,4.6,2014.0, Western,Blood Moon,646.0,USA
951,6.2,2015.0,Action,Insurgent,192000.0,USA
952,6.2,2015.0, Adventure,Insurgent,192000.0,USA
953,6.2,2015.0, Sci-Fi,Insurgent,192000.0,USA
954,6.2,2015.0, Thriller,Insurgent,192000.0,USA
955,5.7,2000.0,Action,The Art of War,27015.0,USA
956,5.7,2000.0, Adventure,The Art of War,27015.0,USA
957,5.7,2000.0, Crime,The Art of War,27015.0,USA
958,5.7,2000.0, Thriller,The Art of War,27015.0,USA
959,7.3,2003.0,Comedy,Matchstick Men,115930.0,USA
960,7.3,2003.0, Crime,Matchstick Men,115930.0,USA
961,7.3,2003.0, Drama,Matchstick Men,115930.0,USA
962,7.3,2003.0, Thriller,Matchstick Men,115930.0,USA
963,6.7,2006.0,Drama,Facing the Giants,14038.0,USA
964,6.7,2006.0, Sport,Facing the Giants,14038.0,USA
965,7.2,1989.0,Action,Qi ji,3853.0,Hong Kong
966,7.2,1989.0, Comedy,Qi ji,3853.0,Hong Kong
967,7.2,1989.0, Crime,Qi ji,3853.0,Hong Kong
968,7.2,1989.0, Drama,Qi ji,3853.0,Hong Kong
969,7.2,1989.0, Romance,Qi ji,3853.0,Hong Kong
970,7.1,1968.0,C,Eat Your Makeup,100.0,USA
971,7.1,1968.0, o,Eat Your Makeup,100.0,USA
972,7.1,1968.0, m,Eat Your Makeup,100.0,USA
973,7.1,1968.0, e,Eat Your Makeup,100.0,USA
974,7.1,1968.0, d,Eat Your Makeup,100.0,USA
975,7.1,1968.0, y,Eat Your Makeup,100.0,USA
976,5.9,2013.0,Adventure,The Incredible Burt Wonderstone,66113.0,USA
977,5.9,2013.0, Comedy,The Incredible Burt Wonderstone,66113.0,USA
978,5.9,2013.0, Fantasy,The Incredible Burt Wonderstone,66113.0,USA
979,6.4,1988.0,C,Big Business,10372.0,USA
980,6.4,1988.0, o,Big Business,10372.0,USA
981,6.4,1988.0, m,Big Business,10372.0,USA
982,6.4,1988.0, e,Big Business,10372.0,USA
983,6.4,1988.0, d,Big Business,10372.0,USA
984,6.4,1988.0, y,Big Business,10372.0,USA
985,7.2,2005.0,Action,Kingdom of Heaven,244297.0,USA
986,7.2,2005.0, Adventure,Kingdom of Heaven,244297.0,USA
987,7.2,2005.0, Drama,Kingdom of Heaven,244297.0,USA
988,7.2,2005.0, History,Kingdom of Heaven,244297.0,USA
989,7.2,2005.0, War,Kingdom of Heaven,244297.0,USA
990,7.1,2010.0,D,To Save a Life,5117.0,South Korea
991,7.1,2010.0, r,To Save a Life,5117.0,South Korea
992,7.1,2010.0, a,To Save a Life,5117.0,South Korea
993,7.1,2010.0, m,To Save a Life,5117.0,South Korea
994,7.1,2010.0, a,To Save a Life,5117.0,South Korea
995,6.2,1985.0,Comedy,Seven Minutes in Heaven,1193.0,USA
996,6.2,1985.0, Drama,Seven Minutes in Heaven,1193.0,USA
997,6.2,1985.0, Romance,Seven Minutes in Heaven,1193.0,USA
998,5.2,2016.0,Short,Superman Meets Batman,15.0,Australia
999,5.2,2016.0, Action,Superman Meets Batman,15.0,Australia
1000,5.2,2016.0, Sci-Fi,Superman Meets Batman,15.0,Australia
1001,6.7,2003.0,Action,The Matrix Revolutions,404432.0,USA
1002,6.7,2003.0, Adventure,The Matrix Revolutions,404432.0,USA
1003,6.7,2003.0, Fantasy,The Matrix Revolutions,404432.0,USA
1004,6.7,2003.0, Sci-Fi,The Matrix Revolutions,404432.0,USA
1005,5.8,2018.0,T,Knuckleball,335.0,USA
1006,5.8,2018.0, h,Knuckleball,335.0,USA
1007,5.8,2018.0, r,Knuckleball,335.0,USA
1008,5.8,2018.0, i,Knuckleball,335.0,USA
1009,5.8,2018.0, l,Knuckleball,335.0,USA
1010,5.8,2018.0, l,Knuckleball,335.0,USA
1011,5.8,2018.0, e,Knuckleball,335.0,USA
1012,5.8,2018.0, r,Knuckleball,335.0,USA
1013,7.5,2002.0,Crime,Gangs of New York,360629.0,USA
1014,7.5,2002.0, Drama,Gangs of New York,360629.0,USA
1015,6.7,2018.0,Drama,Summer of 84,12090.0,USA
1016,6.7,2018.0, Horror,Summer of 84,12090.0,USA
1017,6.7,2018.0, Mystery,Summer of 84,12090.0,USA
1018,6.7,2018.0, Thriller,Summer of 84,12090.0,USA
1019,4.9,2018.0,Horror,Await Further Instructions,1324.0,USA
1020,4.9,2018.0, Mystery,Await Further Instructions,1324.0,USA
1021,4.9,2018.0, Sci-Fi,Await Further Instructions,1324.0,USA
1022,6.6,2016.0,Action,Jason Bourne,182199.0,USA
1023,6.6,2016.0, Thriller,Jason Bourne,182199.0,USA
1024,5.6,2014.0,Adventure,Dumb and Dumber To,114346.0,USA
1025,5.6,2014.0, Comedy,Dumb and Dumber To,114346.0,USA
1026,6.8,1980.0,C,Nine to Five,23684.0,USA
1027,6.8,1980.0, o,Nine to Five,23684.0,USA
1028,6.8,1980.0, m,Nine to Five,23684.0,USA
1029,6.8,1980.0, e,Nine to Five,23684.0,USA
1030,6.8,1980.0, d,Nine to Five,23684.0,USA
1031,6.8,1980.0, y,Nine to Five,23684.0,USA
1032,3.8,1997.0,Action,Speed 2: Cruise Control,67348.0,USA
1033,3.8,1997.0, Adventure,Speed 2: Cruise Control,67348.0,USA
1034,3.8,1997.0, Crime,Speed 2: Cruise Control,67348.0,USA
1035,3.8,1997.0, Romance,Speed 2: Cruise Control,67348.0,USA
1036,3.8,1997.0, Thriller,Speed 2: Cruise Control,67348.0,USA
1037,5.2,1983.0,Comedy,Private School,4941.0,USA
1038,5.2,1983.0, Romance,Private School,4941.0,USA
1039,7.8,2016.0,Action,Rogue One,447110.0,USA
1040,7.8,2016.0, Adventure,Rogue One,447110.0,USA
1041,7.8,2016.0, Sci-Fi,Rogue One,447110.0,USA
1042,5.5,2000.0,Action,Charlie's Angels,159387.0,USA
1043,5.5,2000.0, Adventure,Charlie's Angels,159387.0,USA
1044,5.5,2000.0, Comedy,Charlie's Angels,159387.0,USA
1045,5.5,2000.0, Crime,Charlie's Angels,159387.0,USA
1046,5.5,2000.0, Thriller,Charlie's Angels,159387.0,USA
1047,5.2,2018.0,Action,Better Start Running,231.0,USA
1048,5.2,2018.0, Comedy,Better Start Running,231.0,USA
1049,3.3,2004.0,Action,Catwoman,98602.0,USA
1050,3.3,2004.0, Adventure,Catwoman,98602.0,USA
1051,3.3,2004.0, Crime,Catwoman,98602.0,USA
1052,3.3,2004.0, Drama,Catwoman,98602.0,USA
1053,3.3,2004.0, Fantasy,Catwoman,98602.0,USA
1054,3.3,2004.0, Romance,Catwoman,98602.0,USA
1055,3.9,2018.0,H,Fright Fest,281.0,USA
1056,3.9,2018.0, o,Fright Fest,281.0,USA
1057,3.9,2018.0, r,Fright Fest,281.0,USA
1058,3.9,2018.0, r,Fright Fest,281.0,USA
1059,3.9,2018.0, o,Fright Fest,281.0,USA
1060,3.9,2018.0, r,Fright Fest,281.0,USA
1061,7.5,1995.0,Drama,Legends of the Fall,128618.0,USA
1062,7.5,1995.0, Romance,Legends of the Fall,128618.0,USA
1063,7.5,1995.0, War,Legends of the Fall,128618.0,USA
1064,7.5,1995.0, Western,Legends of the Fall,128618.0,USA
1065,6.5,1997.0,C,Sudden Manhattan,260.0,USA
1066,6.5,1997.0, o,Sudden Manhattan,260.0,USA
1067,6.5,1997.0, m,Sudden Manhattan,260.0,USA
1068,6.5,1997.0, e,Sudden Manhattan,260.0,USA
1069,6.5,1997.0, d,Sudden Manhattan,260.0,USA
1070,6.5,1997.0, y,Sudden Manhattan,260.0,USA
1071,4.7,2015.0,D,90 Minutes in Heaven,2895.0,USA
1072,4.7,2015.0, r,90 Minutes in Heaven,2895.0,USA
1073,4.7,2015.0, a,90 Minutes in Heaven,2895.0,USA
1074,4.7,2015.0, m,90 Minutes in Heaven,2895.0,USA
1075,4.7,2015.0, a,90 Minutes in Heaven,2895.0,USA
1076,7.8,1997.0,Drama,Titanic,916303.0,USA
1077,7.8,1997.0, Romance,Titanic,916303.0,USA
1078,6.0,1993.0,Drama,Poetic Justice,10622.0,USA
1079,6.0,1993.0, Romance,Poetic Justice,10622.0,USA
1080,5.5,2003.0,Action,Lara Croft Tomb Raider: The Cradle of Life,118569.0,USA
1081,5.5,2003.0, Adventure,Lara Croft Tomb Raider: The Cradle of Life,118569.0,USA
1082,5.5,2003.0, Fantasy,Lara Croft Tomb Raider: The Cradle of Life,118569.0,USA
1083,7.0,2013.0,Action,Oblivion,440357.0,USA
1084,7.0,2013.0, Adventure,Oblivion,440357.0,USA
1085,7.0,2013.0, Mystery,Oblivion,440357.0,USA
1086,7.0,2013.0, Sci-Fi,Oblivion,440357.0,USA
1087,7.2,1995.0,Action,Desperado,155206.0,USA
1088,7.2,1995.0, Thriller,Desperado,155206.0,USA
1089,7.6,1996.0,Crime,Sleepers,171231.0,USA
1090,7.6,1996.0, Drama,Sleepers,171231.0,USA
1091,7.6,1996.0, Thriller,Sleepers,171231.0,USA
1092,6.9,2006.0,D,Faith Like Potatoes,2530.0,South Africa
1093,6.9,2006.0, r,Faith Like Potatoes,2530.0,South Africa
1094,6.9,2006.0, a,Faith Like Potatoes,2530.0,South Africa
1095,6.9,2006.0, m,Faith Like Potatoes,2530.0,South Africa
1096,6.9,2006.0, a,Faith Like Potatoes,2530.0,South Africa
1097,4.9,2018.0,Horror,Downward Twin,48.0,USA
1098,4.9,2018.0, Thriller,Downward Twin,48.0,USA
1099,7.0,1977.0,Action,The Incredible Hulk,10179.0,1978–1982
1100,7.0,1977.0, Adventure,The Incredible Hulk,10179.0,1978–1982
1101,7.0,1977.0, Drama,The Incredible Hulk,10179.0,1978–1982
1102,7.0,1977.0, Sci-Fi,The Incredible Hulk,10179.0,1978–1982
1103,7.2,1981.0,Animation,Spider-Man,794.0,1981–1987
1104,7.2,1981.0, Adventure,Spider-Man,794.0,1981–1987
1105,7.2,1981.0, Fantasy,Spider-Man,794.0,1981–1987
1106,7.2,1981.0, Sci-Fi,Spider-Man,794.0,1981–1987
1107,6.0,2002.0,D,Zig Zag,1268.0,USA
1108,6.0,2002.0, r,Zig Zag,1268.0,USA
1109,6.0,2002.0, a,Zig Zag,1268.0,USA
1110,6.0,2002.0, m,Zig Zag,1268.0,USA
1111,6.0,2002.0, a,Zig Zag,1268.0,USA
1112,6.3,1996.0,Comedy,Mars Attacks!,191474.0,USA
1113,6.3,1996.0, Sci-Fi,Mars Attacks!,191474.0,USA
1114,7.6,2001.0,Biography,Blow,219066.0,USA
1115,7.6,2001.0, Crime,Blow,219066.0,USA
1116,7.6,2001.0, Drama,Blow,219066.0,USA
1117,6.1,2014.0,Drama,Bird People,2697.0,France
1118,6.1,2014.0, Fantasy,Bird People,2697.0,France
1119,6.1,2014.0, Romance,Bird People,2697.0,France
1120,6.3,2003.0,Action,Terminator 3: Rise of the Machines,340925.0,USA
1121,6.3,2003.0, Sci-Fi,Terminator 3: Rise of the Machines,340925.0,USA
1122,5.0,2004.0,Action,Unstoppable,4399.0,United Arab Emirates
1123,5.0,2004.0, Adventure,Unstoppable,4399.0,United Arab Emirates
1124,5.0,2004.0, Drama,Unstoppable,4399.0,United Arab Emirates
1125,5.0,2004.0, Thriller,Unstoppable,4399.0,United Arab Emirates
1126,6.3,1986.0,C,The Money Pit,44014.0,USA
1127,6.3,1986.0, o,The Money Pit,44014.0,USA
1128,6.3,1986.0, m,The Money Pit,44014.0,USA
1129,6.3,1986.0, e,The Money Pit,44014.0,USA
1130,6.3,1986.0, d,The Money Pit,44014.0,USA
1131,6.3,1986.0, y,The Money Pit,44014.0,USA
1132,7.7,1954.0,Comedy,Sabrina,51405.0,USA
1133,7.7,1954.0, Drama,Sabrina,51405.0,USA
1134,7.7,1954.0, Romance,Sabrina,51405.0,USA
1135,7.1,2008.0,Action,Body of Lies,194636.0,USA
1136,7.1,2008.0, Drama,Body of Lies,194636.0,USA
1137,7.1,2008.0, Thriller,Body of Lies,194636.0,USA
1138,8.8,2001.0,Adventure,The Lord of the Rings: The Fellowship of the Ring,1448357.0,USA
1139,8.8,2001.0, Drama,The Lord of the Rings: The Fellowship of the Ring,1448357.0,USA
1140,8.8,2001.0, Fantasy,The Lord of the Rings: The Fellowship of the Ring,1448357.0,USA
1141,6.8,2008.0,Comedy,Yes Man,302744.0,USA
1142,6.8,2008.0, Romance,Yes Man,302744.0,USA
1143,7.9,1993.0,Crime,Carlito's Way,181148.0,USA
1144,7.9,1993.0, Drama,Carlito's Way,181148.0,USA
1145,7.9,1993.0, Thriller,Carlito's Way,181148.0,USA
1146,8.2,1988.0,Action,Die Hard,693450.0,USA
1147,8.2,1988.0, Thriller,Die Hard,693450.0,USA
1148,5.2,2013.0,Comedy,Si ren ding zhi,961.0,USA
1149,5.2,2013.0, Drama,Si ren ding zhi,961.0,USA
1150,8.1,2003.0,Action,Kill Bill: Vol. 1,869979.0,USA
1151,8.1,2003.0, Crime,Kill Bill: Vol. 1,869979.0,USA
1152,8.1,2003.0, Thriller,Kill Bill: Vol. 1,869979.0,USA
1153,6.2,2012.0,Crime,Killing Them Softly,122082.0,USA
1154,6.2,2012.0, Thriller,Killing Them Softly,122082.0,USA
1155,6.5,2004.0,Horror,Ginger Snaps 2: Unleashed,11444.0,Canada
1156,6.5,2004.0, Thriller,Ginger Snaps 2: Unleashed,11444.0,Canada
1157,6.3,2004.0,Action,King Arthur,149240.0,USA
1158,6.3,2004.0, Adventure,King Arthur,149240.0,USA
1159,6.3,2004.0, Drama,King Arthur,149240.0,USA
1160,6.3,2004.0, History,King Arthur,149240.0,USA
1161,6.3,2004.0, War,King Arthur,149240.0,USA
1162,6.6,2010.0,Action,Machete,178925.0,USA
1163,6.6,2010.0, Crime,Machete,178925.0,USA
1164,6.6,2010.0, Thriller,Machete,178925.0,USA
1165,5.9,2016.0,Action,Railroad Tigers,2917.0,China
1166,5.9,2016.0, Comedy,Railroad Tigers,2917.0,China
1167,5.9,2016.0, War,Railroad Tigers,2917.0,China
1168,5.5,2004.0,Comedy,The Whole Ten Yards,50147.0,USA
1169,5.5,2004.0, Crime,The Whole Ten Yards,50147.0,USA
1170,5.5,2004.0, Thriller,The Whole Ten Yards,50147.0,USA
1171,4.0,2018.0,D,Bayou Caviar,230.0,USA
1172,4.0,2018.0, r,Bayou Caviar,230.0,USA
1173,4.0,2018.0, a,Bayou Caviar,230.0,USA
1174,4.0,2018.0, m,Bayou Caviar,230.0,USA
1175,4.0,2018.0, a,Bayou Caviar,230.0,USA
1176,6.2,2014.0,Action,Jack Ryan: Shadow Recruit,111399.0,USA
1177,6.2,2014.0, Drama,Jack Ryan: Shadow Recruit,111399.0,USA
1178,6.2,2014.0, Thriller,Jack Ryan: Shadow Recruit,111399.0,USA
1179,7.6,1989.0,Action,Batman,303928.0,USA
1180,7.6,1989.0, Adventure,Batman,303928.0,USA
1181,7.1,1991.0,D,My Own Private Idaho,43030.0,Japan
1182,7.1,1991.0, r,My Own Private Idaho,43030.0,Japan
1183,7.1,1991.0, a,My Own Private Idaho,43030.0,Japan
1184,7.1,1991.0, m,My Own Private Idaho,43030.0,Japan
1185,7.1,1991.0, a,My Own Private Idaho,43030.0,Japan
1186,7.7,1976.0,Drama,Le locataire,32869.0,France
1187,7.7,1976.0, Thriller,Le locataire,32869.0,France
1188,4.2,1983.0,C,Joysticks,1427.0,USA
1189,4.2,1983.0, o,Joysticks,1427.0,USA
1190,4.2,1983.0, m,Joysticks,1427.0,USA
1191,4.2,1983.0, e,Joysticks,1427.0,USA
1192,4.2,1983.0, d,Joysticks,1427.0,USA
1193,4.2,1983.0, y,Joysticks,1427.0,USA
1194,3.4,2015.0,C,All American Bikini Car Wash,839.0,Netherlands
1195,3.4,2015.0, o,All American Bikini Car Wash,839.0,Netherlands
1196,3.4,2015.0, m,All American Bikini Car Wash,839.0,Netherlands
1197,3.4,2015.0, e,All American Bikini Car Wash,839.0,Netherlands
1198,3.4,2015.0, d,All American Bikini Car Wash,839.0,Netherlands
1199,3.4,2015.0, y,All American Bikini Car Wash,839.0,Netherlands
1200,7.3,1957.0,Comedy,Love in the Afternoon,11949.0,USA
1201,7.3,1957.0, Crime,Love in the Afternoon,11949.0,USA
1202,7.3,1957.0, Drama,Love in the Afternoon,11949.0,USA
1203,7.3,1957.0, Romance,Love in the Afternoon,11949.0,USA
1204,6.1,1990.0,Drama,The Russia House,12896.0,USA
1205,6.1,1990.0, Romance,The Russia House,12896.0,USA
1206,6.1,1990.0, Thriller,The Russia House,12896.0,USA
1207,4.9,1982.0,Comedy,Zapped!,5353.0,USA
1208,4.9,1982.0, Fantasy,Zapped!,5353.0,USA
1209,4.9,1982.0, Sci-Fi,Zapped!,5353.0,USA
1210,4.9,2018.0,H,Housewife,564.0,Turkey
1211,4.9,2018.0, o,Housewife,564.0,Turkey
1212,4.9,2018.0, r,Housewife,564.0,Turkey
1213,4.9,2018.0, r,Housewife,564.0,Turkey
1214,4.9,2018.0, o,Housewife,564.0,Turkey
1215,4.9,2018.0, r,Housewife,564.0,Turkey
1216,8.0,2007.0,Action,The Bourne Ultimatum,569914.0,USA
1217,8.0,2007.0, Mystery,The Bourne Ultimatum,569914.0,USA
1218,8.0,2007.0, Thriller,The Bourne Ultimatum,569914.0,USA
1219,6.7,1987.0,D,Mala Noche,3189.0,West Germany
1220,6.7,1987.0, r,Mala Noche,3189.0,West Germany
1221,6.7,1987.0, a,Mala Noche,3189.0,West Germany
1222,6.7,1987.0, m,Mala Noche,3189.0,West Germany
1223,6.7,1987.0, a,Mala Noche,3189.0,West Germany
1224,8.0,2006.0,Adventure,Blood Diamond,451021.0,USA
1225,8.0,2006.0, Drama,Blood Diamond,451021.0,USA
1226,8.0,2006.0, Thriller,Blood Diamond,451021.0,USA
1227,3.9,2013.0,Comedy,Airborne,2197.0,Sweden
1228,3.9,2013.0, Crime,Airborne,2197.0,Sweden
1229,3.9,2013.0, Horror,Airborne,2197.0,Sweden
1230,3.9,2013.0, Mystery,Airborne,2197.0,Sweden
1231,3.9,2013.0, Sci-Fi,Airborne,2197.0,Sweden
1232,3.9,2013.0, Thriller,Airborne,2197.0,Sweden
1233,8.2,2012.0,Short,The Punisher: Dirty Laundry,8035.0,USA
1234,8.2,2012.0, Action,The Punisher: Dirty Laundry,8035.0,USA
1235,8.2,2012.0, Crime,The Punisher: Dirty Laundry,8035.0,USA
1236,8.2,2012.0, Drama,The Punisher: Dirty Laundry,8035.0,USA
1237,5.8,2001.0,Action,Lara Croft: Tomb Raider,180706.0,USA
1238,5.8,2001.0, Adventure,Lara Croft: Tomb Raider,180706.0,USA
1239,5.8,2001.0, Fantasy,Lara Croft: Tomb Raider,180706.0,USA
1240,5.8,2001.0, Thriller,Lara Croft: Tomb Raider,180706.0,USA
1241,6.3,2016.0,Action,The Legend of Tarzan,143407.0,USA
1242,6.3,2016.0, Adventure,The Legend of Tarzan,143407.0,USA
1243,6.3,2016.0, Drama,The Legend of Tarzan,143407.0,USA
1244,6.3,2016.0, Fantasy,The Legend of Tarzan,143407.0,USA
1245,6.3,2016.0, Romance,The Legend of Tarzan,143407.0,USA
1246,6.1,1974.0,Drama,Chi o suu bara,281.0,USA
1247,6.1,1974.0, Horror,Chi o suu bara,281.0,USA
1248,6.3,1991.0,Comedy,For the Boys,4628.0,USA
1249,6.3,1991.0, Drama,For the Boys,4628.0,USA
1250,6.3,1991.0, Music,For the Boys,4628.0,USA
1251,6.3,1993.0,Comedy,The Thing Called Love,6408.0,USA
1252,6.3,1993.0, Drama,The Thing Called Love,6408.0,USA
1253,6.3,1993.0, Music,The Thing Called Love,6408.0,USA
1254,6.3,1993.0, Romance,The Thing Called Love,6408.0,USA
1255,6.1,1987.0,C,Outrageous Fortune,6487.0,USA
1256,6.1,1987.0, o,Outrageous Fortune,6487.0,USA
1257,6.1,1987.0, m,Outrageous Fortune,6487.0,USA
1258,6.1,1987.0, e,Outrageous Fortune,6487.0,USA
1259,6.1,1987.0, d,Outrageous Fortune,6487.0,USA
1260,6.1,1987.0, y,Outrageous Fortune,6487.0,USA
1261,8.9,1994.0,Crime,Pulp Fiction,1569991.0,USA
1262,8.9,1994.0, Drama,Pulp Fiction,1569991.0,USA
1263,6.1,1998.0,Action,Mercury Rising,60971.0,USA
1264,6.1,1998.0, Crime,Mercury Rising,60971.0,USA
1265,6.1,1998.0, Drama,Mercury Rising,60971.0,USA
1266,6.1,1998.0, Thriller,Mercury Rising,60971.0,USA
1267,6.3,1986.0,C,Camarero nocturno en Mar del Plata,228.0,Argentina
1268,6.3,1986.0, o,Camarero nocturno en Mar del Plata,228.0,Argentina
1269,6.3,1986.0, m,Camarero nocturno en Mar del Plata,228.0,Argentina
1270,6.3,1986.0, e,Camarero nocturno en Mar del Plata,228.0,Argentina
1271,6.3,1986.0, d,Camarero nocturno en Mar del Plata,228.0,Argentina
1272,6.3,1986.0, y,Camarero nocturno en Mar del Plata,228.0,Argentina
1273,6.4,2002.0,Action,The Sum of All Fears,94825.0,USA
1274,6.4,2002.0, Drama,The Sum of All Fears,94825.0,USA
1275,6.4,2002.0, Thriller,The Sum of All Fears,94825.0,USA
1276,6.4,2002.0, War,The Sum of All Fears,94825.0,USA
1277,6.2,2000.0,Comedy,Cecil B. DeMented,12319.0,USA
1278,6.2,2000.0, Crime,Cecil B. DeMented,12319.0,USA
1279,6.2,2000.0, Thriller,Cecil B. DeMented,12319.0,USA
1280,6.3,2007.0,Action,Resident Evil: Extinction,169232.0,USA
1281,6.3,2007.0, Horror,Resident Evil: Extinction,169232.0,USA
1282,6.3,2007.0, Sci-Fi,Resident Evil: Extinction,169232.0,USA
1283,6.3,2007.0, Thriller,Resident Evil: Extinction,169232.0,USA
1284,7.4,1948.0,Comedy,A Foreign Affair,5747.0,USA
1285,7.4,1948.0, Drama,A Foreign Affair,5747.0,USA
1286,7.4,1948.0, Romance,A Foreign Affair,5747.0,USA
1287,6.7,2010.0,Crime,Brooklyn's Finest,56889.0,USA
1288,6.7,2010.0, Drama,Brooklyn's Finest,56889.0,USA
1289,6.7,2010.0, Thriller,Brooklyn's Finest,56889.0,USA
1290,4.9,1982.0,Adventure,Paradise,2161.0,USA
1291,4.9,1982.0, Romance,Paradise,2161.0,USA
1292,6.7,2000.0,Comedy,The Whole Nine Yards,100128.0,USA
1293,6.7,2000.0, Crime,The Whole Nine Yards,100128.0,USA
1294,9.2,1972.0,Crime,The Godfather,1378041.0,USA
1295,9.2,1972.0, Drama,The Godfather,1378041.0,USA
1296,5.1,1987.0,Comedy,Like Father Like Son,5068.0,USA
1297,5.1,1987.0, Fantasy,Like Father Like Son,5068.0,USA
1298,5.5,2017.0,Action,Jailbreak,755.0,USA
1299,5.5,2017.0, Comedy,Jailbreak,755.0,USA
1300,4.8,2017.0,C,A Few Less Men,1092.0,Australia
1301,4.8,2017.0, o,A Few Less Men,1092.0,Australia
1302,4.8,2017.0, m,A Few Less Men,1092.0,Australia
1303,4.8,2017.0, e,A Few Less Men,1092.0,Australia
1304,4.8,2017.0, d,A Few Less Men,1092.0,Australia
1305,4.8,2017.0, y,A Few Less Men,1092.0,Australia
